data_hora,regiao,geracao_solar_mwh,geracao_eolica_mwh,irradiancia_wm2,velocidade_vento_ms,cobertura_nuvens_pct,temperatura_c
2024-01-01 00:00:00,Norte,524.8105490449557,981.6445048183458,353.65670860192034,4.850173411321884,94.95386409674772,23.358968260531377
2024-01-01 01:00:00,Centro-Oeste,292.69736469613434,866.7890095998079,267.7728521408824,10.099928454008468,94.80982266851785,26.50871951189582
2024-01-01 02:00:00,Sul,427.4574290666845,724.0184066918846,276.95239418227493,8.875744514746058,36.704967344458474,24.820195023359215
2024-01-01 03:00:00,Centro-Oeste,626.2671162176019,911.0759312299538,441.42668997913916,8.323030410857761,6.400310914174012,29.38911088107539
2024-01-01 04:00:00,Centro-Oeste,342.31699553262456,972.0170135485641,289.25749543992896,6.412370667994622,63.07885345497092,25.677150391951805
2024-01-01 05:00:00,Sudeste,120.23460256237797,875.922011282896,410.4005423148569,8.658975179713483,31.722673458346463,18.630422403794974
2024-01-01 06:00:00,Sul,465.9340988328611,632.762577092335,604.2944861135031,1.1652742773938707,6.635526100004919,23.54381918539291
2024-01-01 07:00:00,Sul,478.7363668958692,763.718793056562,365.24123770551796,7.881802726984998,89.18064144685661,29.868403060586076
2024-01-01 08:00:00,Sul,520.3345124622064,989.5641552824934,303.8555556025621,7.320244135325491,99.8116314600281,26.486288923699558
2024-01-01 09:00:00,Centro-Oeste,609.2777965271804,523.3964382511052,438.2007205452763,3.2275688695642106,35.04055137102819,18.749770311772778
2024-01-01 10:00:00,Norte,595.6408718346813,381.3643955217682,277.42082592182726,7.812505965464338,74.47462633841954,33.75616845106101
2024-01-01 11:00:00,Sul,538.8154707865882,1101.616570028804,571.9984530329403,8.181783451752146,6.577079228015348,21.841694205032972
2024-01-01 12:00:00,Centro-Oeste,679.3297082130064,902.2830510043759,540.3619668528336,3.292534510331643,36.970543955963066,29.522710764893805
2024-01-01 13:00:00,Sudeste,272.1545328780028,921.3460005040213,383.5828381046356,4.626457164695839,10.875176604964077,31.962408841708267
2024-01-01 14:00:00,Norte,575.6872721716086,584.6366052745888,310.270681857578,11.128778303701903,5.534993716351655,30.20103041173116
2024-01-01 15:00:00,Sudeste,593.9807545005414,947.5056126933076,357.42301272246397,6.627292907795067,58.87910405094958,20.507418813387783
2024-01-01 16:00:00,Norte,314.06565708796404,855.0497375136729,370.43343879145715,8.951252118996774,80.20309875232321,30.38776594356597
2024-01-01 17:00:00,Centro-Oeste,274.5694086976416,483.1344844303206,438.3567131707065,9.25360384857935,45.29702511417205,26.140976876974676
2024-01-01 18:00:00,Nordeste,388.1086810286598,1084.8566828547714,503.9632329301116,7.787873627990535,52.41791104409618,18.349455449332872
2024-01-01 19:00:00,Norte,400.7687836227062,831.7366647237458,296.348736924141,9.034482702378558,27.073001702520962,24.54267916624562
2024-01-01 20:00:00,Sudeste,613.0129195253646,720.7832067841463,501.0909565342744,2.7742232836705636,73.63872808738148,19.978772265217017
2024-01-01 21:00:00,Centro-Oeste,407.81918244633573,724.4020508029564,461.7685612811298,6.538941176638685,36.10732671418502,26.936116855626754
2024-01-01 22:00:00,Norte,371.5477222578194,396.9556189135247,349.22105091933935,0.8388025456521451,6.749902032632759,28.925277140499592
2024-01-01 23:00:00,Nordeste,408.25493949581613,918.6673199262727,291.32881043229895,3.507812670865504,16.55077110256662,30.612445957921253
